Postal_Code,Building_Name,Location_Description,latitude,longitude
138617,The Star Vista,Level 1 Customer Service Counter,1.3337852731132518,103.75964384988951
138617,The Star Vista,Level 1 Fire Command Centre,1.3337852731132518,103.75964384988951
119228,National University Hospital (National University Health System Building),"Level 1 Tower Block, Lift Lobby",1.3374390748404208,103.72007843273971
68807,SGX Centre 2,"Level 1 Aviva Ltd, Customer Service Counter",1.4415377808086398,103.60799026032352
119082,NUH Medical Centre,"Level 1 NUH Medical Centre, In Front Of Escalator",1.4092051427380554,103.67458829016424
319194,Toa Payoh Central Community Building,"Level 1 Toa Payoh Central CC, Inside Constituency Office",1.240144327009216,103.92891380522147
319194,Toa Payoh Central Community Building,"Level 2 Toa Payoh Central CC, Lift Lobby",1.240144327009216,103.92891380522147
556083,Nex,"Level 1 Near Staircase 4, Beside #01-48",1.2953913966656627,103.99838633791997
556083,Nex,"Level 4 Near Staircase 1, Opposite Shaw House Theatre",1.2953913966656627,103.99838633791997
567720,ITE College Central,"Level 1 Block A, Outside IBMS Room",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 1 Block A, Outside Fire Command Center",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 1 Block A, Outside FOODGLE Food Court",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 2 Block A, FOYER@illuminITE, Foyer Main Entrance",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 2 Block A, Career Service Centre, Next To Reception Counter",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 6 Block A, Near College Administration Office",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 3 Block A, Outside Staff Academy Office",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 4 Block A, Outside Library",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 4 Block A, Outside Auditorium",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 7 Block A, Opposite Executive Salon Meeting Room 5",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 6 Block A, Inside Campus Development & Estate Division Office",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 8 Block A, CEO Office, Inside Printing Room",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 3 Block A, Inside Student Service Centre Office",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 4 Block C, Central Delight Cafeteria, Pillar Near Drink Stall",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 1 Block D, Washing Point, Near Stadium",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 4 Block F, Sports Hall Main Entrance",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 2 Block F, Aquatic Centre, Underneath Grandstand (Near Lifeguard Post)",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 2 Block F, Inside Club ITE, Lobby Area",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 2 Block F, Corridor Along Food Terrace",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 1 Block A, Information Counter",1.4492294482577588,103.87713976525416
567720,ITE College Central,"Level 4 Block D, Student Activities Centre Office, Next To Reception Counter",1.4492294482577588,103.87713976525416
556111,Nanyang Junior College,Level 2 Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3428498783540286,103.70941094480806
556111,Nanyang Junior College,"Level 1 Grandstand Area, Near AEP Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3428498783540286,103.70941094480806
556111,Nanyang Junior College,Level 1 Outside PE Games Room (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3428498783540286,103.70941094480806
556111,Nanyang Junior College,Level 3 Outside Gym (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3428498783540286,103.70941094480806
556111,Nanyang Junior College,Level 3 Outside Science Lab (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3428498783540286,103.70941094480806
578774,Singapore Island Country Club (Island Location),"Level 2 Clubhouse Lobby, Near Bistro Restaurant",1.2593158838948004,103.91526777522736
578774,Singapore Island Country Club (Island Location),Level 1 Golf Course Maintenance Warehouse,1.2593158838948004,103.91526777522736
578774,Singapore Island Country Club (Island Location),"Level 1 Rotunda, Island Halfway House",1.2593158838948004,103.91526777522736
578774,Singapore Island Country Club (Island Location),"Level 2 ISP Building, Outside Lifestyle Centre",1.2593158838948004,103.91526777522736
578774,Singapore Island Country Club (Island Location),"Level 3 Main Building, On Pillar Near Lift Lobby",1.2593158838948004,103.91526777522736
578774,Singapore Island Country Club (Island Location),"Level 3 ISP Building, Beside Swimming Pool Reception Counter",1.2593158838948004,103.91526777522736
578774,Singapore Island Country Club (Island Location),"Level 1 Old Course, Halfway House",1.2593158838948004,103.91526777522736
578774,Singapore Island Country Club (Island Location),Level 2 A-Frame (Next to Lift),1.2593158838948004,103.91526777522736
578774,Singapore Island Country Club (Island Location),Level 1 Outside Golf Office,1.2593158838948004,103.91526777522736
900130,,"Level 1 Stadium, Outside First Aid Room",1.2416091059014087,103.63398880631028
158790,Delta Sports Hall,"Level 1 Walkway, Near Futsal Court 3 (Approach Receptionist For Assistance)",1.3956812514044052,103.69289287011472
158790,Delta Sports Hall,"Level 1 Indoor Hall, Tenant Unit (Approach Receptionist For Assistance)",1.3956812514044052,103.69289287011472
178901,Li Ka Shing Library,"Level B1 SMU Concourse, Outside Office Of Student Life",1.256871433584698,103.90900393658245
178901,Li Ka Shing Library,"Level B1 SMU Concourse, Opposite Bras Basah MRT Exit C",1.256871433584698,103.90900393658245
178903,School of Economics and Computing & Information Systems 2,"Level B1 SMU Concourse, Outside Drama & Music Lab",1.4429199082313804,103.79599862551486
188065,SMU Administration Building,Level 1 Lift Lobby,1.401885817851337,103.99153153103418
188065,SMU Administration Building,Level 3 Beside Sports Hall,1.401885817851337,103.99153153103418
188065,SMU Administration Building,Level 5 Outside Toilet For Disabled,1.401885817851337,103.99153153103418
188065,SMU Administration Building,Level 7 Outside Toilet For Disabled,1.401885817851337,103.99153153103418
188065,SMU Administration Building,Level 9 Outside Toilet For Disabled,1.401885817851337,103.99153153103418
188065,SMU Administration Building,Level 11 Outside Toilet For Disabled,1.401885817851337,103.99153153103418
188065,SMU Administration Building,Level 13 Outside Toilet For Disabled,1.401885817851337,103.99153153103418
178900,School of Accountancy,Level 1 Lift Lobby,1.3942577176892545,103.6639770290573
178900,School of Accountancy,Level 3 Lift Lobby,1.3942577176892545,103.6639770290573
178900,School of Accountancy,Level 5 Lift Lobby,1.3942577176892545,103.6639770290573
178902,School of Computing & Information Systems 1,Level 1 Lift Lobby,1.227190821259385,103.80109574382762
178902,School of Computing & Information Systems 1,Level 3 Lift Lobby,1.227190821259385,103.80109574382762
178902,School of Computing & Information Systems 1,Level 5 Outside General Office,1.227190821259385,103.80109574382762
178901,Li Ka Shing Library,Level 2 Opp Information Counter,1.256871433584698,103.90900393658245
178901,Li Ka Shing Library,Level 4,1.256871433584698,103.90900393658245
178899,Lee Kong Chian School of Business,Level 1 Lift Lobby,1.3299290242108042,103.97629664127915
178899,Lee Kong Chian School of Business,Level 3 Lift Lobby,1.3299290242108042,103.97629664127915
178899,Lee Kong Chian School of Business,Level 5 Outside General Office,1.3299290242108042,103.97629664127915
178903,School of Economics and Computing & Information Systems 2,Level 1 Lift Lobby,1.4429199082313804,103.79599862551486
178903,School of Economics and Computing & Information Systems 2,Level 3 Lift Lobby,1.4429199082313804,103.79599862551486
178903,School of Economics and Computing & Information Systems 2,Level 5 Outside General Office,1.4429199082313804,103.79599862551486
670229,,Level 1 Lift Lobby A,1.3949151512642624,103.74245082599572
179024,Clarke Quay,"Level 1 Fire Command Centre, AED Set 1",1.2321189692217456,103.88184661930214
179024,Clarke Quay,"Level 1 Fire Command Centre, AED Set 2",1.2321189692217456,103.88184661930214
329133,Aloft Singapore Novena,"Level 1 East Wing Hotel, Fireman Lift Lobby",1.3167750295994423,103.87466312069719
329983,Aloft Singapore Novena,"Level 1 West Wing Hotel, Fireman Lift Lobby",1.3756759482761407,103.79570515167333
288303,Singapore Island Country Club (Bukit Location),Level 1 Bukit Clubhouse (Near Lifestyle Area),1.2739152858412421,103.72792482983377
288303,Singapore Island Country Club (Bukit Location),Level 1 Tennis Court 5,1.2739152858412421,103.72792482983377
288303,Singapore Island Country Club (Bukit Location),Level 2 Bukit Clubhouse (Outside Sports Male Changing Room),1.2739152858412421,103.72792482983377
288303,Singapore Island Country Club (Bukit Location),Level 2 Inside Security Office,1.2739152858412421,103.72792482983377
288303,Singapore Island Country Club (Bukit Location),Level 1 Golf Course Maintenance Warehouse,1.2739152858412421,103.72792482983377
288303,Singapore Island Country Club (Bukit Location),Level 3 Bukit Clubhouse (Inside The Social Entrance),1.2739152858412421,103.72792482983377
288303,Singapore Island Country Club (Bukit Location),Level 1 Tennis Court 6,1.2739152858412421,103.72792482983377
238891,The Atrium @ Orchard,Level 1 Fire Command Centre,1.2311050873140745,103.61520132255886
238891,The Atrium @ Orchard,Level 1 Security Counter,1.2311050873140745,103.61520132255886
238839,Plaza Singapura,Level 1 Fire Command Centre,1.316667473203548,103.68958496006414
238891,The Atrium @ Orchard,Level 4 Customer Service Counter,1.2311050873140745,103.61520132255886
238843,The Centrepoint,Level 1 Fire Command Centre,1.3489596159242836,103.83200906411889
238843,The Centrepoint,Level 3 Beside Customer Service Counter,1.3489596159242836,103.83200906411889
238858,Hotel Jen Orchardgateway Singapore,Level 19 Swimming Pool,1.4635787618196887,103.82082549601938
238858,Hotel Jen Orchardgateway Singapore,Level 9 Fire Command Centre,1.4635787618196887,103.82082549601938
189657,Ibis Singapore on Bencoolen,Level 1 Fire Command Centre,1.4290828799224933,103.92545196936938
188994,Singapore Pools Building,Level 1 Main Lobby,1.3783849103313717,103.76930295167864
329563,Mount Elizabeth Novena Hospital,Level 1 Carpark Lift Lobby,1.4239058022862765,103.82266484376564
247905,Orchard Rendezvous Hotel,Level 1 Inside Front Desk Office,1.2210947451615197,103.86158916315483
559020,Burghley Squash & Tennis Centre,Level 1 Main Office,1.4134793109517483,103.79039070324254
228518,Vibe Hotel Singapore Orchard,Level 1 Reception Counter,1.3049527777643426,103.94835491148558
529510,Tampines Mall,Level 2 Information Counter,1.2818530476533634,103.70053605661886
529510,Tampines Mall,Level 1 Fire Command Centre,1.2818530476533634,103.70053605661886
228221,Goodwood Park Hotel,Level 1 Fire Command Centre,1.2852504232854844,103.80013256954001
228221,Goodwood Park Hotel,Level 1 Parklane Suite Lift Lobby,1.2852504232854844,103.80013256954001
319580,Kheng Cheng School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3324315647232519,103.65093775646142
319580,Kheng Cheng School,Level 2 Outside Multipurpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3324315647232519,103.65093775646142
319580,Kheng Cheng School,Level 1 Amphitheatre (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3324315647232519,103.65093775646142
469719,Red Swastika School,Level 1 Near General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3250690238734644,103.7143894623592
469719,Red Swastika School,Level 1 Outside Table Tennis Room (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3250690238734644,103.7143894623592
469719,Red Swastika School,Level 2 Multi Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3250690238734644,103.7143894623592
308433,Tan Tock Seng Hospital,Level 1 Inside Security Control Room,1.2860980725473175,103.7930977672553
248371,Valley Point Shopping Centre,Level 1 Fire Command Centre,1.2777372135990324,103.78290986211398
570233,Thomson Community Club,Level 1 Outside Wellness Centre,1.3261424377214686,103.60935566662984
